Fund Holdings as of,"05/Apr/2021"
 
Issuer Ticker,Name,Asset Class,Weight (%),Price,Nominal,Market Value,Notional Value,Sector,ISIN,Exchange,Location,Market Currency
"M","MACYS INC","Equity","0.03","15.79","72,069.00","1,137,969.51","1,137,969.51","Consumer Discretionary","US55616P1049","New York Stock Exchange Inc.","United States","USD"
"ALTR","ALTAIR ENGINEERING INC CLASS A","Equity","0.03","65.18","17,458.00","1,137,912.44","1,137,912.44","Information Technology","US0213691035","NASDAQ","United States","USD"
"BCC","BOISE CASCADE","Equity","0.03","63.92","17,802.00","1,137,903.84","1,137,903.84","Industrials","US09739D1000","New York Stock Exchange Inc.","United States","USD"
"MING","SPAREBANK SMNS","Equity","0.03","12.62","90,060.00","1,136,991.55","1,136,991.55","Financials","NO0006390301","Oslo Bors Asa","Norway","NOK"
"AX","AXOS FINANCIAL INC","Equity","0.03","48.13","23,619.00","1,136,782.47","1,136,782.47","Financials","US05465C1009","New York Stock Exchange Inc.","United States","USD"
"DLG","DELONGHI","Equity","0.03","41.53","27,372.00","1,136,778.87","1,136,778.87","Consumer Discretionary","IT0003115950","Borsa Italiana","Italy","EUR"
"2811","KAGOME LTD","Equity","0.03","31.64","35,900.00","1,135,983.11","1,135,983.11","Consumer Staples","JP3208200000","Tokyo Stock Exchange","Japan","JPY"
"PEAB B","PEAB CLASS B","Equity","0.03","12.32","92,218.00","1,135,860.44","1,135,860.44","Industrials","SE0000106205","Nasdaq Omx Nordic","Sweden","SEK"
"PRMW","PRIMO WATER CORP","Equity","0.03","16.89","67,228.00","1,135,279.72","1,135,279.72","Consumer Staples","CA74167P1080","Toronto Stock Exchange","Canada","CAD"
"A2A","A2A","Equity","0.03","1.83","620,523.00","1,134,060.17","1,134,060.17","Utilities","IT0001233417","Borsa Italiana","Italy","EUR"
"OSR","OSRAM LICHT N AG","Equity","0.03","62.59","18,105.00","1,133,210.82","1,133,210.82","Industrials","DE000LED4000","Xetra","Germany","EUR"
"1893","PENTA-OCEAN CONSTRUCTION LTD","Equity","0.03","8.11","139,700.00","1,132,719.84","1,132,719.84","Industrials","JP3309000002","Tokyo Stock Exchange","Japan","JPY"
"INT","WORLD FUEL SERVICES CORP","Equity","0.03","36.16","31,318.00","1,132,458.88","1,132,458.88","Energy","US9814751064","New York Stock Exchange Inc.","United States","USD"
"SVW","SEVEN GROUP HOLDINGS LTD","Equity","0.03","17.64","64,128.00","1,131,248.41","1,131,248.41","Industrials","AU000000SVW5","Asx - All Markets","Australia","AUD"
"RCKT","ROCKET PHARMACEUTICALS INC","Equity","0.03","46.65","24,241.00","1,130,842.65","1,130,842.65","Health Care","US77313F1066","NASDAQ","United States","USD"
"SKY","SKYLINE CHAMPION CORP","Equity","0.03","47.35","23,886.00","1,131,002.10","1,131,002.10","Consumer Discretionary","US8308301055","New York Stock Exchange Inc.","United States","USD"
"GOOS","CANADA GOOSE HOLDINGS SUB VOTING I","Equity","0.03","40.18","28,129.00","1,130,238.21","1,130,238.21","Consumer Discretionary","CA1350861060","Toronto Stock Exchange","Canada","CAD"
"COL","INMOBILIARIA COLONIAL SA","Equity","0.03","9.76","115,734.00","1,129,940.99","1,129,940.99","Real Estate","ES0139140174","Bolsa De Madrid","Spain","EUR"
"BUSE","FIRST BUSEY CORP","Equity","0.03","25.94","43,550.00","1,129,687.00","1,129,687.00","Financials","US3193832041","NASDAQ","United States","USD"
"BS6","YANGZIJIANG SHIPBUILDING HOLDINGS","Equity","0.03","0.98","1,147,300.00","1,128,575.90","1,128,575.90","Industrials","SG1U76934819","Singapore Exchange","Singapore","SGD"
"LMP","LONDONMETRIC PROPERTY REIT PLC","Equity","0.03","3.03","371,633.00","1,127,661.03","1,127,661.03","Real Estate","GB00B4WFW713","London Stock Exchange","United Kingdom","GBP"
"FNOX","FORTNOX","Equity","0.03","45.92","24,545.00","1,127,022.48","1,127,022.48","Information Technology","SE0001966656","NGM","Sweden","SEK"
"CGCBV","CARGOTEC CORP","Equity","0.03","53.71","20,978.00","1,126,660.66","1,126,660.66","Industrials","FI0009013429","Nasdaq Omx Helsinki Ltd.","Finland","EUR"
"CLR","CONTINENTAL RESOURCES INC","Equity","0.03","25.72","43,761.00","1,125,532.92","1,125,532.92","Energy","US2120151012","New York Stock Exchange Inc.","United States","USD"
"FSS","FEDERAL SIGNAL CORP","Equity","0.03","39.54","28,459.00","1,125,268.86","1,125,268.86","Industrials","US3138551086","New York Stock Exchange Inc.","United States","USD"
"AMG","AMG ADVANCED METALLURGICAL GROUP N","Equity","0.03","40.45","27,756.00","1,122,598.58","1,122,598.58","Materials","NL0000888691","Euronext Amsterdam","Netherlands","EUR"
"VIRT","VIRTU FINANCIAL INC CLASS A","Equity","0.03","32.19","34,863.00","1,122,239.97","1,122,239.97","Financials","US9282541013","NASDAQ","United States","USD"
"ALU","ALTIUM LTD","Equity","0.03","20.48","54,788.00","1,121,911.79","1,121,911.79","Information Technology","AU000000ALU8","Asx - All Markets","Australia","AUD"
"PSMT","PRICESMART INC","Equity","0.03","98.34","11,395.00","1,120,584.30","1,120,584.30","Consumer Staples","US7415111092","NASDAQ","United States","USD"
"CSOD","CORNERSTONE ONDEMAND INC","Equity","0.03","44.23","25,326.00","1,120,168.98","1,120,168.98","Information Technology","US21925Y1038","NASDAQ","United States","USD"
"SAX","STROEER SE","Equity","0.03","82.88","13,501.00","1,119,023.13","1,119,023.13","Communication","DE0007493991","Xetra","Germany","EUR"
"RPAY","REPAY HOLDINGS CORP CLASS A","Equity","0.03","23.40","47,795.00","1,118,403.00","1,118,403.00","Information Technology","US76029L1008","NASDAQ","United States","USD"
"CVBF","CVB FINANCIAL CORP","Equity","0.03","22.34","50,019.00","1,117,674.55","1,117,674.55","Financials","US1266001056","NASDAQ","United States","USD"
"2327","NS SOLUTIONS CORP","Equity","0.03","32.28","34,600.00","1,116,838.43","1,116,838.43","Information Technology","JP3379900008","Tokyo Stock Exchange","Japan","JPY"
"8963","INVINCIBLE INVESTMENT REIT CORP","Equity","0.03","386.34","2,888.00","1,115,761.57","1,115,761.57","Real Estate","JP3046190009","Tokyo Stock Exchange","Japan","JPY"
"SBH","SALLY BEAUTY HOLDINGS INC","Equity","0.03","20.34","54,857.00","1,115,791.38","1,115,791.38","Consumer Discretionary","US79546E1047","New York Stock Exchange Inc.","United States","USD"
"NMIH","NMI HOLDINGS INC CLASS A","Equity","0.03","23.53","47,387.00","1,115,016.11","1,115,016.11","Financials","US6292093050","NASDAQ","United States","USD"
"INVP","INVESTEC PLC","Equity","0.03","3.09","360,657.00","1,112,896.02","1,112,896.02","Financials","GB00B17BBQ50","London Stock Exchange","United Kingdom","GBP"
"CALX","CALIX NETWORKS INC","Equity","0.03","36.70","30,325.00","1,112,927.50","1,112,927.50","Information Technology","US13100M5094","New York Stock Exchange Inc.","United States","USD"
"7947","FP CORP","Equity","0.03","41.36","26,900.00","1,112,539.16","1,112,539.16","Materials","JP3167000003","Tokyo Stock Exchange","Japan","JPY"
"QQ.","QINETIQ GROUP PLC","Equity","0.03","4.43","251,324.00","1,112,477.92","1,112,477.92","Industrials","GB00B0WMWD03","London Stock Exchange","United Kingdom","GBP"
"SWTQ","SCHWEITER TECHNOLOGIES AG","Equity","0.03","1,664.98","668.00","1,112,204.49","1,112,204.49","Industrials","CH0010754924","SIX Swiss Exchange","Switzerland","CHF"
"FOLD","AMICUS THERAPEUTICS INC","Equity","0.03","9.94","111,769.00","1,110,983.86","1,110,983.86","Health Care","US03152W1099","NASDAQ","United States","USD"
"TRMK","TRUSTMARK CORP","Equity","0.03","34.21","32,312.00","1,105,393.52","1,105,393.52","Financials","US8984021027","NASDAQ","United States","USD"
"2782","SERIA LTD","Equity","0.03","35.87","30,800.00","1,104,644.30","1,104,644.30","Consumer Discretionary","JP3423520000","Tokyo Stock Exchange","Japan","JPY"
"RUSHA","RUSH ENTERPRISES INC CLASS A","Equity","0.03","50.70","21,772.00","1,103,840.40","1,103,840.40","Industrials","US7818462092","NASDAQ","United States","USD"
"CMP","COMPASS MINERALS INTERNATIONAL INC","Equity","0.03","64.47","17,114.00","1,103,339.58","1,103,339.58","Materials","US20451N1019","New York Stock Exchange Inc.","United States","USD"
"MNRO","MONRO INC","Equity","0.03","67.51","16,342.00","1,103,248.42","1,103,248.42","Consumer Discretionary","US6102361010","NASDAQ","United States","USD"
"ILU","ILUKA RESOURCES LTD","Equity","0.03","5.57","197,982.00","1,102,096.90","1,102,096.90","Materials","AU000000ILU1","Asx - All Markets","Australia","AUD"
"SUN","SULZER AG","Equity","0.03","114.95","9,587.00","1,102,001.07","1,102,001.07","Industrials","CH0038388911","SIX Swiss Exchange","Switzerland","CHF"
"HYQ","HYPOPORT N","Equity","0.03","542.73","2,030.00","1,101,743.93","1,101,743.93","Financials","DE0005493365","Xetra","Germany","EUR"
"PIPR","PIPER SANDLER COMPANIES","Equity","0.03","114.83","9,579.00","1,099,956.57","1,099,956.57","Financials","US7240781002","New York Stock Exchange Inc.","United States","USD"
"ODP","ODP CORP","Equity","0.03","43.00","25,558.00","1,098,994.00","1,098,994.00","Consumer Discretionary","US88337F1057","NASDAQ","United States","USD"
"GNMK","GENMARK DIAGNOSTICS INC","Equity","0.03","23.95","45,859.00","1,098,323.05","1,098,323.05","Health Care","US3723091043","NASDAQ","United States","USD"
"TENB","TENABLE HOLDINGS INC","Equity","0.03","37.07","29,542.00","1,095,121.94","1,095,121.94","Information Technology","US88025T1025","NASDAQ","United States","USD"
"VATN","VALIANT HOLDING AG","Equity","0.03","105.88","10,335.00","1,094,222.74","1,094,222.74","Financials","CH0014786500","SIX Swiss Exchange","Switzerland","CHF"
"HUBG","HUB GROUP INC CLASS A","Equity","0.03","68.42","15,963.00","1,092,188.46","1,092,188.46","Industrials","US4433201062","NASDAQ","United States","USD"
"ATGE","ADTALEM GLOBAL EDUCATION INC","Equity","0.03","40.34","27,059.00","1,091,560.06","1,091,560.06","Consumer Discretionary","US00737L1035","New York Stock Exchange Inc.","United States","USD"
"HTH","HILLTOP HOLDINGS INC","Equity","0.03","33.90","32,204.00","1,091,715.60","1,091,715.60","Financials","US4327481010","New York Stock Exchange Inc.","United States","USD"
"URBN","URBAN OUTFITTERS INC","Equity","0.03","36.52","29,879.00","1,091,181.08","1,091,181.08","Consumer Discretionary","US9170471026","NASDAQ","United States","USD"
"DOW","DOWNER EDI LTD","Equity","0.03","3.99","273,353.00","1,091,081.12","1,091,081.12","Industrials","AU000000DOW2","Asx - All Markets","Australia","AUD"
"MDRX","ALLSCRIPTS HEALTHCARE SOLUTIONS IN","Equity","0.03","15.53","70,162.00","1,089,615.86","1,089,615.86","Health Care","US01988P1084","NASDAQ","United States","USD"
"SMU.UN","SUMMIT INDUSTRIAL INCOME REIT UNIT","Equity","0.03","11.49","94,742.00","1,088,301.28","1,088,301.28","Real Estate","CA8661201167","Toronto Stock Exchange","Canada","CAD"
"HER","HERA","Equity","0.03","3.83","283,699.00","1,087,847.36","1,087,847.36","Utilities","IT0001250932","Borsa Italiana","Italy","EUR"
"ENGH","ENGHOUSE SYSTEMS LTD","Equity","0.03","47.57","22,829.00","1,085,966.33","1,085,966.33","Information Technology","CA2929491041","Toronto Stock Exchange","Canada","CAD"
"MD","MEDNAX INC","Equity","0.03","25.39","42,717.00","1,084,584.63","1,084,584.63","Health Care","US58502B1061","New York Stock Exchange Inc.","United States","USD"
"DUE","DUERR AG","Equity","0.03","42.36","25,592.00","1,083,990.49","1,083,990.49","Industrials","DE0005565204","Xetra","Germany","EUR"
"6141","DMG MORI LTD","Equity","0.03","16.52","65,500.00","1,081,804.15","1,081,804.15","Industrials","JP3924800000","Tokyo Stock Exchange","Japan","JPY"
"COLB","COLUMBIA BANKING SYSTEM INC","Equity","0.03","43.45","24,889.00","1,081,427.05","1,081,427.05","Financials","US1972361026","NASDAQ","United States","USD"
"EMMN","EMMI AG","Equity","0.03","1,032.07","1,046.00","1,079,547.47","1,079,547.47","Consumer Staples","CH0012829898","SIX Swiss Exchange","Switzerland","CHF"
"4205","ZEON JAPAN CORP","Equity","0.03","15.93","67,700.00","1,078,798.75","1,078,798.75","Materials","JP3725400000","Tokyo Stock Exchange","Japan","JPY"
"MFA","MFA FINANCIAL REIT INC","Equity","0.03","4.16","259,231.00","1,078,400.96","1,078,400.96","Financials","US55272X1028","New York Stock Exchange Inc.","United States","USD"
"3360","SHIP HEALTHCARE HOLDINGS INC","Equity","0.03","27.78","38,800.00","1,078,022.43","1,078,022.43","Health Care","JP3274150006","Tokyo Stock Exchange","Japan","JPY"
"NTCT","NETSCOUT SYSTEMS INC","Equity","0.03","29.13","36,999.00","1,077,780.87","1,077,780.87","Information Technology","US64115T1043","NASDAQ","United States","USD"
"BYG","BIG YELLOW GROUP PLC","Equity","0.03","15.76","68,393.00","1,077,547.38","1,077,547.38","Real Estate","GB0002869419","London Stock Exchange","United Kingdom","GBP"
"INTRUM","INTRUM JUSTITIA","Equity","0.03","31.15","34,587.00","1,077,537.24","1,077,537.24","Industrials","SE0000936478","Nasdaq Omx Nordic","Sweden","SEK"
"ECV","ENCAVIS AG","Equity","0.03","19.66","54,782.00","1,076,811.48","1,076,811.48","Utilities","DE0006095003","Xetra","Germany","EUR"
"8056","NIHON UNISYS LTD","Equity","0.03","31.46","34,200.00","1,075,979.48","1,075,979.48","Information Technology","JP3754200008","Tokyo Stock Exchange","Japan","JPY"
"PDM","PIEDMONT OFFICE REALTY TRUST REIT","Equity","0.03","17.64","60,913.00","1,074,505.32","1,074,505.32","Real Estate","US7201902068","New York Stock Exchange Inc.","United States","USD"
"EVTC","EVERTEC INC","Equity","0.03","38.74","27,736.00","1,074,492.64","1,074,492.64","Information Technology","PR30040P1032","New York Stock Exchange Inc.","United States","USD"
"2810","HOUSE FOODS GROUP","Equity","0.03","32.51","33,000.00","1,072,683.52","1,072,683.52","Consumer Staples","JP3765400001","Tokyo Stock Exchange","Japan","JPY"
"ITM","ITALMOBILIARE","Equity","0.03","34.10","31,401.00","1,070,700.78","1,070,700.78","Industrials","IT0005253205","Borsa Italiana","Italy","EUR"
"SSTK","SHUTTERSTOCK INC","Equity","0.03","93.59","11,443.00","1,070,950.37","1,070,950.37","Consumer Discretionary","US8256901005","New York Stock Exchange Inc.","United States","USD"
"SRP","SERCO GROUP PLC","Equity","0.03","1.93","555,047.00","1,070,362.51","1,070,362.51","Industrials","GB0007973794","London Stock Exchange","United Kingdom","GBP"
"6967","SHINKO ELECTRIC INDUSTRIES LTD","Equity","0.03","33.00","32,400.00","1,069,360.33","1,069,360.33","Information Technology","JP3375800004","Tokyo Stock Exchange","Japan","JPY"
"MYGN","MYRIAD GENETICS INC","Equity","0.03","31.32","34,144.00","1,069,390.08","1,069,390.08","Health Care","US62855J1043","NASDAQ","United States","USD"
"OUT1V","OUTOKUMPU","Equity","0.03","5.96","179,367.00","1,068,712.08","1,068,712.08","Materials","FI0009002422","Nasdaq Omx Helsinki Ltd.","Finland","EUR"
"OCFC","OCEANFIRST FINANCIAL CORP","Equity","0.03","23.97","44,585.00","1,068,702.45","1,068,702.45","Financials","US6752341080","NASDAQ","United States","USD"
"2201","MORINAGA LTD","Equity","0.03","35.59","30,000.00","1,067,780.45","1,067,780.45","Consumer Staples","JP3926400007","Tokyo Stock Exchange","Japan","JPY"
"WSBC","WESBANCO INC","Equity","0.03","37.06","28,783.00","1,066,697.98","1,066,697.98","Financials","US9508101014","NASDAQ","United States","USD"
"GBG","GB GROUP PLC","Equity","0.03","12.11","87,911.00","1,064,442.67","1,064,442.67","Information Technology","GB0006870611","London Stock Exchange","United Kingdom","GBP"
"KOJAMO","KOJAMO","Equity","0.03","19.72","53,971.00","1,064,054.11","1,064,054.11","Real Estate","FI4000312251","Nasdaq Omx Helsinki Ltd.","Finland","EUR"
"4544","HU GROUP HOLDINGS INC","Equity","0.03","32.91","32,300.00","1,063,127.07","1,063,127.07","Health Care","JP3822000000","Tokyo Stock Exchange","Japan","JPY"
"SRBNK","SPAREBANK SR-BANK","Equity","0.03","12.34","86,137.00","1,063,163.49","1,063,163.49","Financials","NO0010631567","Oslo Bors Asa","Norway","NOK"
"CUB","CUBIC CORP","Equity","0.03","74.72","14,226.00","1,062,966.72","1,062,966.72","Industrials","US2296691064","New York Stock Exchange Inc.","United States","USD"
"RW0U","MAPLETREE NORTH ASIA COMMERCIAL TR","Equity","0.03","0.80","1,320,544.00","1,062,812.07","1,062,812.07","Real Estate","SG2F55990442","Singapore Exchange","Singapore","SGD"
"RETA","REATA PHARMACEUTICALS INC CLASS A","Equity","0.03","99.38","10,690.00","1,062,372.20","1,062,372.20","Health Care","US75615P1030","NASDAQ","United States","USD"
"7731","NIKON CORP","Equity","0.03","9.70","109,500.00","1,061,842.28","1,061,842.28","Consumer Discretionary","JP3657400002","Tokyo Stock Exchange","Japan","JPY"
"TCBK","TRICO BANCSHARES","Equity","0.03","48.38","21,948.00","1,061,844.24","1,061,844.24","Financials","US8960951064","NASDAQ","United States","USD"
"PRGS","PROGRESS SOFTWARE CORP","Equity","0.03","46.60","22,755.00","1,060,383.00","1,060,383.00","Information Technology","US7433121008","NASDAQ","United States","USD"
"ANF","ABERCROMBIE AND FITCH CLASS A","Equity","0.03","34.64","30,590.00","1,059,637.60","1,059,637.60","Consumer Discretionary","US0028962076","New York Stock Exchange Inc.","United States","USD"
"3994","MONEY FORWARD INC","Equity","0.03","38.95","27,200.00","1,059,499.70","1,059,499.70","Information Technology","JP3869960009","Tokyo Stock Exchange","Japan","JPY"
"DOM","DOMINOS PIZZA GROUP PLC","Equity","0.03","4.83","218,606.00","1,056,946.46","1,056,946.46","Consumer Discretionary","GB00BYN59130","London Stock Exchange","United Kingdom","GBP"
"LKFN","LAKELAND FINANCIAL CORP","Equity","0.03","68.65","15,390.00","1,056,523.50","1,056,523.50","Financials","US5116561003","NASDAQ","United States","USD"
"KMP.UN","KILLAM APARTMENT REIT UNITS CLASS","Equity","0.03","14.91","70,870.00","1,056,383.91","1,056,383.91","Real Estate","CA49410M1023","Toronto Stock Exchange","Canada","CAD"
"LOOMIS","LOOMIS","Equity","0.03","30.30","34,850.00","1,056,127.28","1,056,127.28","Industrials","SE0014504817","Nasdaq Omx Nordic","Sweden","SEK"
"2175","SMS LTD","Equity","0.03","31.05","34,000.00","1,055,795.16","1,055,795.16","Industrials","JP3162350007","Tokyo Stock Exchange","Japan","JPY"
"SPT","SPIRENT COMMUNICATIONS","Equity","0.03","3.31","318,642.00","1,055,409.35","1,055,409.35","Information Technology","GB0004726096","London Stock Exchange","United Kingdom","GBP"
"WALL B","WALLENSTAM B","Equity","0.03","14.05","75,084.00","1,054,965.77","1,054,965.77","Real Estate","SE0007074844","Nasdaq Omx Nordic","Sweden","SEK"
"3466","LASALLE LOGIPORT REIT","Equity","0.03","1,544.47","683.00","1,054,871.75","1,054,871.75","Real Estate","JP3048180008","Tokyo Stock Exchange","Japan","JPY"
"DRNA","DICERNA PHARMACEUTICALS INC","Equity","0.03","27.16","38,824.00","1,054,459.84","1,054,459.84","Health Care","US2530311081","NASDAQ","United States","USD"
